Title,Author,Genre,Link,Updates,Views,Subscribers,Rating,Age Rating,Status
Monster Eater,Renkino,Fantasy,https://www.webtoons.com/en/fantasy/monster-eater/list?title_no=7363,UPEVERY FRIDAY,1.5M,98835,8.46,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Return of the Runebound Professor,Laurel Pursuit,Fantasy,https://www.webtoons.com/en/fantasy/return-of-the-runebound-professor/list?title_no=6849,UPEVERY FRIDAY,3.3M,159550,9.66,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Auto HuntingWith My Clones,Mr. Cha,Action,https://www.webtoons.com/en/action/auto-hunting-with-my-clones/list?title_no=5034,UPEVERY FRIDAY,27.7M,336438,9.58,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
Return of the Blossoming Blade,LICO,Action,https://www.webtoons.com/en/action/return-of-the-blossoming-blade/list?title_no=2849,UPEVERY FRIDAY,68.7M,800357,9.9,This series is rated Teen. Please review the Content Ratings page for more information.,Return of the Blossoming Blade will return!
The Apothecary Prince,kangho HA,Fantasy,https://www.webtoons.com/en/fantasy/the-apothecary-prince/list?title_no=6335,UPEVERY FRIDAY,9M,315663,9.2,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
The Genius MurimFitness Trainer,MIDNIGHT STUDIO,Fantasy,https://www.webtoons.com/en/fantasy/the-genius-murim-fitness-trainer/list?title_no=6754,UPEVERY FRIDAY,2.7M,86477,9.4,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Who Stole the Empress?,Lee jihye,Romance,https://www.webtoons.com/en/romance/who-stole-the-empress/list?title_no=5727,UPEVERY FRIDAY,24.1M,523992,5.3,This series is rated Mature. Please review the Content Ratings page for more information.,N/A
I Didn't Sign Up to be a Nanny!,Eun You,Fantasy,https://www.webtoons.com/en/fantasy/i-didnt-sign-up-to-be-a-nanny/list?title_no=6528,UPEVERY FRIDAY,7.2M,185466,9.44,This series is rated Teen. Please review the Content Ratings page for more information.,N/A
A Flame Reborn,Saint Nine,Action,https://www.webtoons.com/en/action/a-flame-reborn/list?title_no=6412,UPEVERY FRIDAY,4M,111359,9.44,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
When the Mad Emperor Holds Me,Flowermeat,Romance,https://www.webtoons.com/en/romance/when-the-mad-emperor-holds-me/list?title_no=6741,UPEVERY FRIDAY,5.1M,190341,6.17,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Bride of the Afterworld,Catharina Octorina Sio,Romance,https://www.webtoons.com/en/romance/bride-of-the-afterworld/list?title_no=7459,UPEVERY FRIDAY,687686,89285,8.61,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
My Status WindowWent on Strike,SON,Action,https://www.webtoons.com/en/action/my-status-window-went-on-strike/list?title_no=7455,UPEVERY FRIDAY,825986,68088,7.52,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Immortal Weakling,Yaruno,Superhero,https://www.webtoons.com/en/super-hero/immortal-weakling/list?title_no=2733,UPEVERY FRIDAY,8.6M,303159,9.08,This series is rated Teen. Please review the Content Ratings page for more information.,Immortal Weakling will return!
"Reporting forDuty, Duchess!",bitterber,Romance,https://www.webtoons.com/en/romance/reporting-for-duty-duchess/list?title_no=5384,UPEVERY FRIDAY,23.4M,373042,9.37,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
The Second Lead Syndrome,Batusawa,Drama,https://www.webtoons.com/en/drama/the-second-lead-syndrome/list?title_no=2757,UPEVERY FRIDAY,10.8M,239026,9.25,This series is rated Young Adult. Please review the Content Ratings page for more information.,N/A
Boy-Friend's Rule,Do yoon,Romance,https://www.webtoons.com/en/romance/boy-friends-rule/list?title_no=6133,UPEVERY FRIDAY,15.7M,401586,9.73,N/A,N/A
